doc_id,dominant_topic,topic_label,dominant_prob,top_terms_of_topic,tokens_preview
198,0,로그인,0.6661,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",거래
199,1,인증,0.6663,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",최고
200,1,인증,0.6663,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",최고
201,2,우리사주,0.7605,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",모바일 서비스 디자인 핸드폰
202,2,우리사주,0.6616,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",우리사주
203,2,우리사주,0.6616,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",우리사주 국내 유일 전문 서비스
204,1,인증,0.5147,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",우리사주 전담 기관 사주 현황 대출 만족
205,0,로그인,0.6634,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",글자 현상 최적화 필요
206,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",해진 커서 읽기
207,2,우리사주,0.4512,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",네오 대출 가입
208,2,우리사주,0.6384,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",오류
209,1,인증,0.9028,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",모바일 담보 대출 상품 고객 맞춤 생각 앞으로 개선
210,0,로그인,0.7454,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",완전 쓰레기 잔고 조회 로그인 로그인 로그인 설계
211,1,인증,0.6622,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",개선 부탁
212,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",쓰기 해진
213,2,우리사주,0.6641,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",쓰레기
214,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",동도
215,0,로그인,0.6289,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",UI UX 반응 속도
216,2,우리사주,0.6662,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",디자인
217,2,우리사주,0.4862,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",디자인 전반 변경 개선
218,1,인증,0.6663,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",말이 최적화 수준
219,2,우리사주,0.8298,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",관리 요즘 트렌드 오류
220,2,우리사주,0.6657,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",요즘 개편 해진
221,2,우리사주,0.6824,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",인증 로그인 설치 작동 메뉴 불편 금융 처음 사주
222,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",현상
223,1,인증,0.6465,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",강제 종료
224,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",상품 가시
225,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",구식 얼마 은행 카드 형식
226,2,우리사주,0.3902,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",불편 개선 감사
227,2,우리사주,0.9121,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",가입 아이 입력 가입 가입 정보 조회 지도 모바일 공지
228,0,로그인,0.6638,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",로그인
229,2,우리사주,0.9221,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",조합원 회원 가입 비밀번호 조건 앱에서 가입 본인인증 ID 입력 단계 종료 오류
230,1,인증,0.4893,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",리뷰 반성 인증 성질 사용자 입장 생각
231,0,로그인,0.7648,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",인증서 UI 그지 대학교 실습 작품
232,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",업무
233,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",일주일
234,1,인증,0.8534,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",최악 인증 마지막 오류 기화 오류
235,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",분노 유발이 목적 대상
236,0,로그인,0.7659,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",제가 리뷰 개발자 의심
237,1,인증,0.7743,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",인증 초기 짜증
238,1,인증,0.5056,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",인증서 하루 인증 주민 번호 입력
239,2,우리사주,0.83,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",처음 오류 처음
240,2,우리사주,0.6516,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",신분증 카메라 권한 신청 신청
241,0,로그인,0.7775,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",금융인증서 등록 3년
242,2,우리사주,0.4807,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",우리사주 로그인 실패 회원 가입 비밀번호 연속 숫자 하면 처음 나가 타기관 금융인증서 공동인증서 네이버 인증 간편인증 삭제
243,0,로그인,0.6638,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",로그인 로딩 유지 보수
244,0,로그인,0.888,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",로그인 ID 로그인 로그인 필요 로그인 안내 마찬가지 불가 쓸모
245,0,로그인,0.6291,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",UI
246,2,우리사주,0.6659,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",관리
247,1,인증,0.6263,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",인증서 등록 시도 지금 계좌 본인인증 다음 단계 인내심 시험
248,2,우리사주,0.6659,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",관리 이정 도면 슈킹
249,2,우리사주,0.5665,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",가입 인증센터 등록 통과 오류 불이 개발 고소
250,2,우리사주,0.4799,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",다운 개선 부탁
251,1,인증,0.6613,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",인증
252,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",긴급 조치
253,1,인증,0.5978,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",테스트 안해 보나 개발비 문제 감독 수하 최악
254,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",로딩
255,2,우리사주,0.7767,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",희대 쓰레기 요즘
256,2,우리사주,0.6384,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",오류
257,1,인증,0.6933,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",대출 연장 인증 로그인 해외 로밍 기가 인생 최악 대기업 총괄 책임자 마라 앱이지
258,1,인증,0.6699,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",증권사 최적화 개판 인증 오류 공동인증서 신규 발급 영업점 방문 할거 그전 본인인증 인증 번호 똥개 훈련 짓거리
259,1,인증,0.6465,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",1월30일 기준 종료
260,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",해도 해도
261,2,우리사주,0.6616,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",우리사주 저질 오브 저질
262,2,우리사주,0.7762,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",이정 도면 쓰레기 쓰레기
263,0,로그인,0.6665,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",공동인증서
264,2,우리사주,0.6385,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",오류 완료
265,2,우리사주,0.7776,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",회원 가입 동의
266,0,로그인,0.667,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",은행 증권사 금융인증서 이체 오픈 뱅킹 업체 일련번호 필요 스마트 OTP 일련번호 이체 절차
267,0,로그인,0.8661,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",리뷰 리뷰 바이오인증 등록 인증 ID 로만 로그인
268,0,로그인,0.8873,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",로직 거지 로그인 인증서 인증서 로그인 분노
269,1,인증,0.6427,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",고객 멘탈 부시 인터페이스 하나하나 직조 금지
270,2,우리사주,0.7762,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",홈페이지 쓰레기 쓰레기
271,0,로그인,0.8663,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",등록 공동인증서 필요 등록 고객정보 개발 장난
272,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",고생
273,0,로그인,0.9475,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",타기관 인증서 등록 로그인 로그인 공동인증서 공동인증서 타기관 공동인증서 등록 거지 쓰레기 경우 비밀번호 로그인
274,1,인증,0.771,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",인증 과정 세션 종료 쿠키 설정 변경 검색
275,0,로그인,0.6512,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",개발자 반성
276,0,로그인,0.9689,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",생체 인증 등록 고객 제도 정보 갱신 정보 갱신 입력 최소 공동인증서 이상 드러워 공동인증서 금융인증서 복사 고객 제도 갱신
277,2,우리사주,0.8301,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",회원 가입 단계 오류 말라
278,2,우리사주,0.884,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",리뷰 처음 오류 응답 지도 요즘 세대 쓰레기 기업 운영 어이
279,0,로그인,0.7474,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",고객정보 인증 로그인 방식 확정 고객정보 확정 메뉴 선택 고객정보 확정 아이 비밀번호 로그인
280,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",거도
281,0,로그인,0.8782,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",타기관 인증서 등록 완료 메세지 관련 내용 공지 한국증권금융
282,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",오류로 지연
283,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",최소한 시스템 구축
284,0,로그인,0.8317,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",인증서 갱신 공동인증서 만기
285,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",아이폰 탈옥 단말 라고
286,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",불안정
287,1,인증,0.6613,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",패스 인증
288,1,인증,0.8601,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",오류 수고 아이폰 패스 인증 인증 짜증 금융감독원 감독
289,2,우리사주,0.6664,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",사이트 플러그인 설치 요청
290,0,로그인,0.6661,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",금융인증서 설정
291,0,로그인,0.7699,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",UI 금융인증서 작동
292,0,로그인,0.8332,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",타기관 공동인증서 등록 이유
293,2,우리사주,0.6664,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",설치 조치
294,0,로그인,0.7777,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",등록 공동인증서
295,2,우리사주,0.6641,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",쓰레기
296,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",라고 얼마 하청
297,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",대체 방치
298,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",프로그레스 돌고
299,0,로그인,0.6661,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",증권 거래 피해 보상 당장 복구
300,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",지난주
301,1,인증,0.6623,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",표시 다음
302,1,인증,0.6622,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",아이폰 개선
303,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",모래시계
304,0,로그인,0.6553,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",아이폰 인증서
305,0,로그인,0.6626,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",부서 외부 감사 탈탈
306,0,로그인,0.7646,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",조회 로그인
307,0,로그인,0.6665,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",타사 등록
308,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",최적화
309,2,우리사주,0.7439,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",변조 종료 메세지
310,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",변조
311,2,우리사주,0.6641,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",쓰레기
312,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",인터넷뱅킹 모바일뱅킹 핸드폰 업무
313,2,우리사주,0.8583,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",기존 컴퓨터 조회 외부 불편 모바일뱅킹 오픈 우리사주 조회 앞으로 업그레이드 해주시
314,2,우리사주,0.6662,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",디자인
315,0,로그인,0.457,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",로그인 도화면 소리 쓰레기
316,2,우리사주,0.6995,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",한눈 인간 본성 구성 우리사주 부분 개발자 미래 카카오톡 위치
317,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",하네
